,Batch,Input_Feature,Length,Output_Feature,Kernel,Stride,Device,Time,Mult-Adds,Params
0,1,16,16,16,1,1,cuda,0.00022844552993774413,4352,272
1,1,16,16,16,1,4,cuda,0.00013317346572875978,1088,272
2,1,16,16,16,1,8,cuda,0.0001006007194519043,544,272
3,1,16,16,16,1,16,cuda,8.901119232177734e-05,272,272
4,1,16,16,16,1,64,cuda,8.722543716430665e-05,272,272
5,1,16,16,16,4,1,cuda,0.00012975215911865235,13520,1040
6,1,16,16,16,4,4,cuda,0.00014079809188842772,4160,1040
7,1,16,16,16,4,8,cuda,0.00012475252151489258,2080,1040
8,1,16,16,16,4,16,cuda,0.00012533664703369142,1040,1040
9,1,16,16,16,4,64,cuda,0.00012639760971069335,1040,1040
10,1,16,16,16,8,1,cuda,9.405136108398438e-05,18576,2064
11,1,16,16,16,8,4,cuda,8.955955505371093e-05,6192,2064
12,1,16,16,16,8,8,cuda,8.779048919677735e-05,4128,2064
13,1,16,16,16,8,16,cuda,8.60309600830078e-05,2064,2064
14,1,16,16,16,8,64,cuda,0.0001107335090637207,2064,2064
15,1,16,16,16,16,1,cuda,0.0001851177215576172,4112,4112
16,1,16,16,16,16,4,cuda,0.00019521474838256835,4112,4112
17,1,16,16,16,16,8,cuda,0.00020728349685668945,4112,4112
18,1,16,16,16,16,16,cuda,0.00019060611724853516,4112,4112
19,1,16,16,16,16,64,cuda,0.00018903732299804687,4112,4112
20,1,16,16,64,1,1,cuda,0.0001697850227355957,17408,1088
21,1,16,16,64,1,4,cuda,0.00014906644821166993,4352,1088
22,1,16,16,64,1,8,cuda,0.00017355203628540038,2176,1088
23,1,16,16,64,1,16,cuda,9.436845779418945e-05,1088,1088
24,1,16,16,64,1,64,cuda,8.992671966552735e-05,1088,1088
25,1,16,16,64,4,1,cuda,9.02104377746582e-05,54080,4160
26,1,16,16,64,4,4,cuda,0.0001276373863220215,16640,4160
27,1,16,16,64,4,8,cuda,0.00011999607086181641,8320,4160
28,1,16,16,64,4,16,cuda,8.911848068237305e-05,4160,4160
29,1,16,16,64,4,64,cuda,9.211301803588868e-05,4160,4160
30,1,16,16,64,8,1,cuda,9.629726409912109e-05,74304,8256
31,1,16,16,64,8,4,cuda,9.231805801391601e-05,24768,8256
32,1,16,16,64,8,8,cuda,0.0001180553436279297,16512,8256
33,1,16,16,64,8,16,cuda,9.46807861328125e-05,8256,8256
34,1,16,16,64,8,64,cuda,8.706331253051758e-05,8256,8256
35,1,16,16,64,16,1,cuda,0.00019962787628173827,16448,16448
36,1,16,16,64,16,4,cuda,0.00021100997924804687,16448,16448
37,1,16,16,64,16,8,cuda,0.0001838850975036621,16448,16448
38,1,16,16,64,16,16,cuda,0.00019481658935546875,16448,16448
39,1,16,16,64,16,64,cuda,0.00019031763076782227,16448,16448
40,1,16,16,256,1,1,cuda,0.00012038469314575195,69632,4352
41,1,16,16,256,1,4,cuda,0.00014676570892333985,17408,4352
42,1,16,16,256,1,8,cuda,0.00012335538864135742,8704,4352
43,1,16,16,256,1,16,cuda,8.792638778686524e-05,4352,4352
44,1,16,16,256,1,64,cuda,8.737325668334962e-05,4352,4352
45,1,16,16,256,4,1,cuda,9.286165237426758e-05,216320,16640
46,1,16,16,256,4,4,cuda,8.950233459472656e-05,66560,16640
47,1,16,16,256,4,8,cuda,9.520530700683594e-05,33280,16640
48,1,16,16,256,4,16,cuda,0.00011399269104003906,16640,16640
49,1,16,16,256,4,64,cuda,0.00010699748992919921,16640,16640
50,1,16,16,256,8,1,cuda,0.000142672061920166,297216,33024
51,1,16,16,256,8,4,cuda,9.256362915039063e-05,99072,33024
52,1,16,16,256,8,8,cuda,8.730173110961914e-05,66048,33024
53,1,16,16,256,8,16,cuda,8.749485015869141e-05,33024,33024
54,1,16,16,256,8,64,cuda,8.981227874755859e-05,33024,33024
55,1,16,16,256,16,1,cuda,0.00019125938415527345,65792,65792
56,1,16,16,256,16,4,cuda,0.00019020795822143554,65792,65792
57,1,16,16,256,16,8,cuda,0.000191495418548584,65792,65792
58,1,16,16,256,16,16,cuda,0.00019055604934692383,65792,65792
59,1,16,16,256,16,64,cuda,0.00019690275192260742,65792,65792
60,1,16,16,1024,1,1,cuda,0.00012275457382202149,278528,17408
61,1,16,16,1024,1,4,cuda,0.0001363825798034668,69632,17408
62,1,16,16,1024,1,8,cuda,0.0001285386085510254,34816,17408
63,1,16,16,1024,1,16,cuda,8.698701858520508e-05,17408,17408
64,1,16,16,1024,1,64,cuda,8.952140808105469e-05,17408,17408
65,1,16,16,1024,4,1,cuda,9.389638900756836e-05,865280,66560
66,1,16,16,1024,4,4,cuda,0.0001237034797668457,266240,66560
67,1,16,16,1024,4,8,cuda,9.048223495483398e-05,133120,66560
68,1,16,16,1024,4,16,cuda,8.75687599182129e-05,66560,66560
69,1,16,16,1024,4,64,cuda,0.00011387825012207031,66560,66560
70,1,16,16,1024,8,1,cuda,9.485960006713867e-05,1188864,132096
71,1,16,16,1024,8,4,cuda,8.893728256225585e-05,396288,132096
72,1,16,16,1024,8,8,cuda,8.85176658630371e-05,264192,132096
73,1,16,16,1024,8,16,cuda,8.942604064941406e-05,132096,132096
74,1,16,16,1024,8,64,cuda,8.449554443359374e-05,132096,132096
75,1,16,16,1024,16,1,cuda,0.0002668428421020508,263168,263168
76,1,16,16,1024,16,4,cuda,0.0002605056762695313,263168,263168
77,1,16,16,1024,16,8,cuda,0.00025938749313354493,263168,263168
78,1,16,16,1024,16,16,cuda,0.0002563667297363281,263168,263168
79,1,16,16,1024,16,64,cuda,0.00024837493896484375,263168,263168
80,1,16,16,2048,1,1,cuda,0.00014528751373291016,557056,34816
81,1,16,16,2048,1,4,cuda,0.00012705087661743164,139264,34816
82,1,16,16,2048,1,8,cuda,0.00012308597564697265,69632,34816
83,1,16,16,2048,1,16,cuda,8.651018142700196e-05,34816,34816
84,1,16,16,2048,1,64,cuda,8.567094802856445e-05,34816,34816
85,1,16,16,2048,4,1,cuda,9.331703186035156e-05,1730560,133120
86,1,16,16,2048,4,4,cuda,8.71133804321289e-05,532480,133120
87,1,16,16,2048,4,8,cuda,8.935689926147461e-05,266240,133120
88,1,16,16,2048,4,16,cuda,9.317874908447265e-05,133120,133120
89,1,16,16,2048,4,64,cuda,0.00014376163482666016,133120,133120
90,1,16,16,2048,8,1,cuda,0.00018836498260498046,2377728,264192
91,1,16,16,2048,8,4,cuda,0.00012070655822753906,792576,264192
92,1,16,16,2048,8,8,cuda,0.000105133056640625,528384,264192
93,1,16,16,2048,8,16,cuda,0.00010076999664306641,264192,264192
94,1,16,16,2048,8,64,cuda,9.499311447143555e-05,264192,264192
95,1,16,16,2048,16,1,cuda,0.0002801775932312012,526336,526336
96,1,16,16,2048,16,4,cuda,0.00028223276138305664,526336,526336
97,1,16,16,2048,16,8,cuda,0.00028303861618041994,526336,526336
98,1,16,16,2048,16,16,cuda,0.0002897167205810547,526336,526336
99,1,16,16,2048,16,64,cuda,0.00026746511459350584,526336,526336
100,1,16,64,16,1,1,cuda,9.789228439331054e-05,17408,272
101,1,16,64,16,1,4,cuda,0.00011609315872192383,4352,272
102,1,16,64,16,1,8,cuda,0.00010607004165649414,2176,272
103,1,16,64,16,1,16,cuda,0.00013895511627197267,1088,272
104,1,16,64,16,1,64,cuda,9.283065795898438e-05,272,272
105,1,16,64,16,4,1,cuda,0.00012821674346923827,63440,1040
106,1,16,64,16,4,4,cuda,0.00013600826263427735,16640,1040
107,1,16,64,16,4,8,cuda,0.00013021230697631835,8320,1040
108,1,16,64,16,4,16,cuda,0.0001361989974975586,4160,1040
109,1,16,64,16,4,64,cuda,0.00012403249740600586,1040,1040
110,1,16,64,16,8,1,cuda,9.145736694335938e-05,117648,2064
111,1,16,64,16,8,4,cuda,9.69696044921875e-05,30960,2064
112,1,16,64,16,8,8,cuda,0.00012341737747192382,16512,2064
113,1,16,64,16,8,16,cuda,8.97383689880371e-05,8256,2064
114,1,16,64,16,8,64,cuda,9.463310241699219e-05,2064,2064
115,1,16,64,16,16,1,cuda,0.00010416507720947265,201488,4112
116,1,16,64,16,16,4,cuda,0.00010172128677368164,53456,4112
117,1,16,64,16,16,8,cuda,9.576082229614257e-05,28784,4112
118,1,16,64,16,16,16,cuda,9.905099868774414e-05,16448,4112
119,1,16,64,16,16,64,cuda,0.0001444673538208008,4112,4112
120,1,16,64,16,64,1,cuda,0.0004567790031433105,16400,16400
121,1,16,64,16,64,4,cuda,0.00035818099975585936,16400,16400
122,1,16,64,16,64,8,cuda,0.00035042762756347655,16400,16400
123,1,16,64,16,64,16,cuda,0.0003444099426269531,16400,16400
124,1,16,64,16,64,64,cuda,0.0003394436836242676,16400,16400
125,1,16,64,64,1,1,cuda,0.00013703584671020507,69632,1088
126,1,16,64,64,1,4,cuda,0.00013811826705932616,17408,1088
127,1,16,64,64,1,8,cuda,0.00019409656524658204,8704,1088
128,1,16,64,64,1,16,cuda,0.00014317035675048828,4352,1088
129,1,16,64,64,1,64,cuda,9.586095809936523e-05,1088,1088
130,1,16,64,64,4,1,cuda,0.00012642145156860352,253760,4160
131,1,16,64,64,4,4,cuda,0.00012555837631225586,66560,4160
132,1,16,64,64,4,8,cuda,0.00012751340866088868,33280,4160
133,1,16,64,64,4,16,cuda,0.00012513399124145508,16640,4160
134,1,16,64,64,4,64,cuda,8.851289749145508e-05,4160,4160
135,1,16,64,64,8,1,cuda,9.139299392700195e-05,470592,8256
136,1,16,64,64,8,4,cuda,0.00011520147323608398,123840,8256
137,1,16,64,64,8,8,cuda,8.721828460693359e-05,66048,8256
138,1,16,64,64,8,16,cuda,8.971214294433593e-05,33024,8256
139,1,16,64,64,8,64,cuda,8.4075927734375e-05,8256,8256
140,1,16,64,64,16,1,cuda,9.432315826416016e-05,805952,16448
141,1,16,64,64,16,4,cuda,9.269475936889649e-05,213824,16448
142,1,16,64,64,16,8,cuda,9.457111358642579e-05,115136,16448
143,1,16,64,64,16,16,cuda,9.479522705078126e-05,65792,16448
144,1,16,64,64,16,64,cuda,9.628534317016602e-05,16448,16448
145,1,16,64,64,64,1,cuda,0.0003443622589111328,65600,65600
146,1,16,64,64,64,4,cuda,0.00033898115158081054,65600,65600
147,1,16,64,64,64,8,cuda,0.00032734155654907227,65600,65600
148,1,16,64,64,64,16,cuda,0.0003182411193847656,65600,65600
149,1,16,64,64,64,64,cuda,0.00031935691833496094,65600,65600
150,1,16,64,256,1,1,cuda,0.00019896745681762695,278528,4352
151,1,16,64,256,1,4,cuda,0.00013164281845092773,69632,4352
152,1,16,64,256,1,8,cuda,0.0001326632499694824,34816,4352
153,1,16,64,256,1,16,cuda,0.00016540050506591797,17408,4352
154,1,16,64,256,1,64,cuda,8.585453033447266e-05,4352,4352
155,1,16,64,256,4,1,cuda,0.00012839078903198242,1015040,16640
156,1,16,64,256,4,4,cuda,0.00013916730880737306,266240,16640
157,1,16,64,256,4,8,cuda,0.00014579057693481446,133120,16640
158,1,16,64,256,4,16,cuda,0.0001531195640563965,66560,16640
159,1,16,64,256,4,64,cuda,0.00010386228561401367,16640,16640
160,1,16,64,256,8,1,cuda,0.00012094736099243165,1882368,33024
161,1,16,64,256,8,4,cuda,8.667945861816406e-05,495360,33024
162,1,16,64,256,8,8,cuda,9.247779846191406e-05,264192,33024
163,1,16,64,256,8,16,cuda,9.684562683105468e-05,132096,33024
164,1,16,64,256,8,64,cuda,8.671045303344727e-05,33024,33024
165,1,16,64,256,16,1,cuda,0.00010075092315673828,3223808,65792
166,1,16,64,256,16,4,cuda,9.569168090820313e-05,855296,65792
167,1,16,64,256,16,8,cuda,9.361505508422851e-05,460544,65792
168,1,16,64,256,16,16,cuda,0.00011750221252441406,263168,65792
169,1,16,64,256,16,64,cuda,0.00012943267822265625,65792,65792
170,1,16,64,256,64,1,cuda,0.00032174110412597657,262400,262400
171,1,16,64,256,64,4,cuda,0.00031631946563720703,262400,262400
172,1,16,64,256,64,8,cuda,0.00031452178955078126,262400,262400
173,1,16,64,256,64,16,cuda,0.000333561897277832,262400,262400
174,1,16,64,256,64,64,cuda,0.00032647371292114256,262400,262400
175,1,16,64,1024,1,1,cuda,0.0001286458969116211,1114112,17408
176,1,16,64,1024,1,4,cuda,0.00015235424041748046,278528,17408
177,1,16,64,1024,1,8,cuda,0.00012843847274780274,139264,17408
178,1,16,64,1024,1,16,cuda,0.00012647151947021485,69632,17408
179,1,16,64,1024,1,64,cuda,9.005069732666015e-05,17408,17408
180,1,16,64,1024,4,1,cuda,0.00012799263000488282,4060160,66560
181,1,16,64,1024,4,4,cuda,0.0001308274269104004,1064960,66560
182,1,16,64,1024,4,8,cuda,0.00012825965881347657,532480,66560
183,1,16,64,1024,4,16,cuda,0.0002578258514404297,266240,66560
184,1,16,64,1024,4,64,cuda,8.992910385131836e-05,66560,66560
185,1,16,64,1024,8,1,cuda,8.690118789672852e-05,7529472,132096
186,1,16,64,1024,8,4,cuda,9.449481964111328e-05,1981440,132096
187,1,16,64,1024,8,8,cuda,8.769989013671874e-05,1056768,132096
188,1,16,64,1024,8,16,cuda,8.669853210449218e-05,528384,132096
189,1,16,64,1024,8,64,cuda,8.801460266113282e-05,132096,132096
190,1,16,64,1024,16,1,cuda,0.00013863086700439454,12895232,263168
191,1,16,64,1024,16,4,cuda,0.00015984058380126952,3421184,263168
192,1,16,64,1024,16,8,cuda,0.0001427769660949707,1842176,263168
193,1,16,64,1024,16,16,cuda,0.00013984203338623046,1052672,263168
194,1,16,64,1024,16,64,cuda,9.149312973022461e-05,263168,263168
195,1,16,64,1024,64,1,cuda,0.0002657628059387207,1049600,1049600
196,1,16,64,1024,64,4,cuda,0.0002614760398864746,1049600,1049600
197,1,16,64,1024,64,8,cuda,0.00026293039321899413,1049600,1049600
198,1,16,64,1024,64,16,cuda,0.0004636526107788086,1049600,1049600
199,1,16,64,1024,64,64,cuda,0.00037531375885009767,1049600,1049600
200,1,16,64,2048,1,1,cuda,0.0002369236946105957,2228224,34816
201,1,16,64,2048,1,4,cuda,0.00025549173355102537,557056,34816
202,1,16,64,2048,1,8,cuda,0.00025088071823120117,278528,34816
203,1,16,64,2048,1,16,cuda,0.0002998232841491699,139264,34816
204,1,16,64,2048,1,64,cuda,0.0002730584144592285,34816,34816
205,1,16,64,2048,4,1,cuda,0.00027028560638427736,8120320,133120
206,1,16,64,2048,4,4,cuda,0.00026808500289916994,2129920,133120
207,1,16,64,2048,4,8,cuda,0.00037499189376831053,1064960,133120
208,1,16,64,2048,4,16,cuda,0.00026131629943847655,532480,133120
209,1,16,64,2048,4,64,cuda,0.00022201776504516602,133120,133120
210,1,16,64,2048,8,1,cuda,0.00016258955001831056,15058944,264192
211,1,16,64,2048,8,4,cuda,0.00017187118530273437,3962880,264192
212,1,16,64,2048,8,8,cuda,0.00019227027893066408,2113536,264192
213,1,16,64,2048,8,16,cuda,0.00017228126525878907,1056768,264192
214,1,16,64,2048,8,64,cuda,0.00015361547470092772,264192,264192
215,1,16,64,2048,16,1,cuda,0.00022359132766723632,25790464,526336
216,1,16,64,2048,16,4,cuda,0.000236356258392334,6842368,526336
217,1,16,64,2048,16,8,cuda,0.0001404571533203125,3684352,526336
218,1,16,64,2048,16,16,cuda,0.00014185667037963867,2105344,526336
219,1,16,64,2048,16,64,cuda,9.623289108276367e-05,526336,526336
220,1,16,64,2048,64,1,cuda,0.00032097578048706054,2099200,2099200
221,1,16,64,2048,64,4,cuda,0.0003067636489868164,2099200,2099200
222,1,16,64,2048,64,8,cuda,0.00030522823333740235,2099200,2099200
223,1,16,64,2048,64,16,cuda,0.00029938697814941407,2099200,2099200
224,1,16,64,2048,64,64,cuda,0.0003007030487060547,2099200,2099200
225,1,16,256,16,1,1,cuda,0.0001345992088317871,69632,272
226,1,16,256,16,1,4,cuda,0.00010032415390014649,17408,272
227,1,16,256,16,1,8,cuda,9.792327880859376e-05,8704,272
228,1,16,256,16,1,16,cuda,0.0001073145866394043,4352,272
229,1,16,256,16,1,64,cuda,0.00010605335235595703,1088,272
230,1,16,256,16,4,1,cuda,0.00013752937316894532,263120,1040
231,1,16,256,16,4,4,cuda,0.0001312375068664551,66560,1040
232,1,16,256,16,4,8,cuda,0.0001564955711364746,33280,1040
233,1,16,256,16,4,16,cuda,0.0001635289192199707,16640,1040
234,1,16,256,16,4,64,cuda,0.00012482404708862304,4160,1040
235,1,16,256,16,8,1,cuda,8.873701095581055e-05,513936,2064
236,1,16,256,16,8,4,cuda,9.200811386108399e-05,130032,2064
237,1,16,256,16,8,8,cuda,8.930683135986328e-05,66048,2064
238,1,16,256,16,8,16,cuda,9.12928581237793e-05,33024,2064
239,1,16,256,16,8,64,cuda,8.617639541625976e-05,8256,2064
240,1,16,256,16,16,1,cuda,9.433984756469727e-05,990992,4112
241,1,16,256,16,16,4,cuda,9.464740753173829e-05,250832,4112
242,1,16,256,16,16,8,cuda,0.00014499425888061523,127472,4112
243,1,16,256,16,16,16,cuda,9.66954231262207e-05,65792,4112
244,1,16,256,16,16,64,cuda,0.000126190185546875,16448,4112
245,1,16,256,16,64,1,cuda,0.00012200355529785157,3165200,16400
246,1,16,256,16,64,4,cuda,0.0001559305191040039,803600,16400
247,1,16,256,16,64,8,cuda,0.00013934612274169923,410000,16400
248,1,16,256,16,64,16,cuda,0.00013523101806640626,213200,16400
249,1,16,256,16,64,64,cuda,0.00015052080154418946,65600,16400
250,1,16,256,64,1,1,cuda,0.0001277899742126465,278528,1088
251,1,16,256,64,1,4,cuda,0.00014268875122070313,69632,1088
252,1,16,256,64,1,8,cuda,0.0001548933982849121,34816,1088
253,1,16,256,64,1,16,cuda,0.00012962579727172853,17408,1088
254,1,16,256,64,1,64,cuda,0.0001307988166809082,4352,1088
255,1,16,256,64,4,1,cuda,0.00012140274047851562,1052480,4160
256,1,16,256,64,4,4,cuda,0.0001683354377746582,266240,4160
257,1,16,256,64,4,8,cuda,0.00013605117797851562,133120,4160
258,1,16,256,64,4,16,cuda,0.00013679981231689452,66560,4160
259,1,16,256,64,4,64,cuda,0.0001292729377746582,16640,4160
260,1,16,256,64,8,1,cuda,0.00013465166091918945,2055744,8256
261,1,16,256,64,8,4,cuda,0.00013127565383911133,520128,8256
262,1,16,256,64,8,8,cuda,0.00014756202697753905,264192,8256
263,1,16,256,64,8,16,cuda,0.00018474578857421875,132096,8256
264,1,16,256,64,8,64,cuda,0.00021436214447021485,33024,8256
265,1,16,256,64,16,1,cuda,0.00015140295028686523,3963968,16448
266,1,16,256,64,16,4,cuda,0.00015496015548706056,1003328,16448
267,1,16,256,64,16,8,cuda,0.00016264677047729493,509888,16448
268,1,16,256,64,16,16,cuda,0.0001495814323425293,263168,16448
269,1,16,256,64,16,64,cuda,0.0001477789878845215,65792,16448
270,1,16,256,64,64,1,cuda,0.0001943349838256836,12660800,65600
271,1,16,256,64,64,4,cuda,0.000160980224609375,3214400,65600
272,1,16,256,64,64,8,cuda,0.0001677846908569336,1640000,65600
273,1,16,256,64,64,16,cuda,0.00016072750091552734,852800,65600
274,1,16,256,64,64,64,cuda,0.00014626502990722657,262400,65600
275,1,16,256,256,1,1,cuda,0.00018515586853027344,1114112,4352
276,1,16,256,256,1,4,cuda,0.00023828506469726564,278528,4352
277,1,16,256,256,1,8,cuda,0.0001656341552734375,139264,4352
278,1,16,256,256,1,16,cuda,0.0001631593704223633,69632,4352
279,1,16,256,256,1,64,cuda,0.00019482135772705078,17408,4352
280,1,16,256,256,4,1,cuda,0.00020870447158813477,4209920,16640
281,1,16,256,256,4,4,cuda,0.00016322612762451172,1064960,16640
282,1,16,256,256,4,8,cuda,0.00015762805938720703,532480,16640
283,1,16,256,256,4,16,cuda,0.00016550064086914062,266240,16640
284,1,16,256,256,4,64,cuda,0.0001815962791442871,66560,16640
285,1,16,256,256,8,1,cuda,0.00017040491104125977,8222976,33024
286,1,16,256,256,8,4,cuda,0.0001677227020263672,2080512,33024
287,1,16,256,256,8,8,cuda,0.00018047809600830079,1056768,33024
288,1,16,256,256,8,16,cuda,0.00017310380935668944,528384,33024
289,1,16,256,256,8,64,cuda,0.00016680002212524414,132096,33024
290,1,16,256,256,16,1,cuda,0.00012731313705444336,15855872,65792
291,1,16,256,256,16,4,cuda,0.0001271653175354004,4013312,65792
292,1,16,256,256,16,8,cuda,0.0001242947578430176,2039552,65792
293,1,16,256,256,16,16,cuda,0.00012514591217041015,1052672,65792
294,1,16,256,256,16,64,cuda,0.0001444697380065918,263168,65792
295,1,16,256,256,64,1,cuda,0.0001726865768432617,50643200,262400
296,1,16,256,256,64,4,cuda,0.00016204595565795897,12857600,262400
297,1,16,256,256,64,8,cuda,0.000145263671875,6560000,262400
298,1,16,256,256,64,16,cuda,0.00031447887420654296,3411200,262400
299,1,16,256,256,64,64,cuda,0.00037221670150756837,1049600,262400
300,1,16,256,1024,1,1,cuda,0.0003481435775756836,4456448,17408
301,1,16,256,1024,1,4,cuda,0.00039806842803955076,1114112,17408
302,1,16,256,1024,1,8,cuda,0.0002811431884765625,557056,17408
303,1,16,256,1024,1,16,cuda,0.0004166698455810547,278528,17408
304,1,16,256,1024,1,64,cuda,0.00022624731063842775,69632,17408
305,1,16,256,1024,4,1,cuda,0.00022417545318603515,16839680,66560
306,1,16,256,1024,4,4,cuda,0.00017117500305175782,4259840,66560
307,1,16,256,1024,4,8,cuda,0.0001695108413696289,2129920,66560
308,1,16,256,1024,4,16,cuda,0.0002130293846130371,1064960,66560
309,1,16,256,1024,4,64,cuda,0.0001712918281555176,266240,66560
310,1,16,256,1024,8,1,cuda,0.00018359184265136718,32891904,132096
311,1,16,256,1024,8,4,cuda,0.00017516613006591798,8322048,132096
312,1,16,256,1024,8,8,cuda,0.00017408370971679687,4227072,132096
313,1,16,256,1024,8,16,cuda,0.00017151594161987304,2113536,132096
314,1,16,256,1024,8,64,cuda,0.00019278287887573243,528384,132096
315,1,16,256,1024,16,1,cuda,0.00046141862869262694,63423488,263168
316,1,16,256,1024,16,4,cuda,0.00020461320877075196,16053248,263168
317,1,16,256,1024,16,8,cuda,0.00017922163009643556,8158208,263168
318,1,16,256,1024,16,16,cuda,0.00018069028854370117,4210688,263168
319,1,16,256,1024,16,64,cuda,0.00018872737884521485,1052672,263168
320,1,16,256,1024,64,1,cuda,0.0003824567794799805,202572800,1049600
321,1,16,256,1024,64,4,cuda,0.00036164045333862303,51430400,1049600
322,1,16,256,1024,64,8,cuda,0.000415186882019043,26240000,1049600
323,1,16,256,1024,64,16,cuda,0.0004881453514099121,13644800,1049600
324,1,16,256,1024,64,64,cuda,0.00031995058059692383,4198400,1049600
325,1,16,256,2048,1,1,cuda,0.0002268695831298828,8912896,34816
326,1,16,256,2048,1,4,cuda,0.0001944255828857422,2228224,34816
327,1,16,256,2048,1,8,cuda,0.00018253564834594727,1114112,34816
328,1,16,256,2048,1,16,cuda,0.00018699407577514647,557056,34816
329,1,16,256,2048,1,64,cuda,0.0002329421043395996,139264,34816
330,1,16,256,2048,4,1,cuda,0.00019955158233642579,33679360,133120
331,1,16,256,2048,4,4,cuda,0.00016558170318603516,8519680,133120
332,1,16,256,2048,4,8,cuda,0.00021389484405517578,4259840,133120
333,1,16,256,2048,4,16,cuda,0.00041649103164672854,2129920,133120
334,1,16,256,2048,4,64,cuda,0.00020935535430908204,532480,133120
335,1,16,256,2048,8,1,cuda,0.00019638538360595704,65783808,264192
336,1,16,256,2048,8,4,cuda,0.00022054433822631835,16644096,264192
337,1,16,256,2048,8,8,cuda,0.00017497777938842773,8454144,264192
338,1,16,256,2048,8,16,cuda,0.00017234325408935547,4227072,264192
339,1,16,256,2048,8,64,cuda,0.00020192861557006837,1056768,264192
340,1,16,256,2048,16,1,cuda,0.00022474288940429687,126846976,526336
341,1,16,256,2048,16,4,cuda,0.00018291711807250977,32106496,526336
342,1,16,256,2048,16,8,cuda,0.0001769733428955078,16316416,526336
343,1,16,256,2048,16,16,cuda,0.00018156051635742187,8421376,526336
344,1,16,256,2048,16,64,cuda,0.0003636312484741211,2105344,526336
345,1,16,256,2048,64,1,cuda,0.0009190273284912109,405145600,2099200
346,1,16,256,2048,64,4,cuda,0.0006316661834716797,102860800,2099200
347,1,16,256,2048,64,8,cuda,0.0006540441513061524,52480000,2099200
348,1,16,256,2048,64,16,cuda,0.000741417407989502,27289600,2099200
349,1,16,256,2048,64,64,cuda,0.0006697511672973633,8396800,2099200
350,1,16,1024,16,1,1,cuda,0.000507819652557373,278528,272
351,1,16,1024,16,1,4,cuda,0.00027368783950805666,69632,272
352,1,16,1024,16,1,8,cuda,0.00033544063568115236,34816,272
353,1,16,1024,16,1,16,cuda,0.00024142742156982422,17408,272
354,1,16,1024,16,1,64,cuda,0.0002841782569885254,4352,272
355,1,16,1024,16,4,1,cuda,0.00019423961639404298,1061840,1040
356,1,16,1024,16,4,4,cuda,0.0002608942985534668,266240,1040
357,1,16,1024,16,4,8,cuda,0.00041158676147460936,133120,1040
358,1,16,1024,16,4,16,cuda,0.00034676313400268556,66560,1040
359,1,16,1024,16,4,64,cuda,0.00044797420501708986,16640,1040
360,1,16,1024,16,8,1,cuda,0.00036974668502807615,2099088,2064
361,1,16,1024,16,8,4,cuda,0.0002890324592590332,526320,2064
362,1,16,1024,16,8,8,cuda,0.0002646183967590332,264192,2064
363,1,16,1024,16,8,16,cuda,0.00012215614318847657,132096,2064
364,1,16,1024,16,8,64,cuda,0.0001239013671875,33024,2064
365,1,16,1024,16,16,1,cuda,0.00026888608932495116,4149008,4112
366,1,16,1024,16,16,4,cuda,0.00031492710113525393,1040336,4112
367,1,16,1024,16,16,8,cuda,0.00045225858688354494,522224,4112
368,1,16,1024,16,16,16,cuda,0.0003228330612182617,263168,4112
369,1,16,1024,16,16,64,cuda,0.0005433058738708496,65792,4112
370,1,16,1024,16,64,1,cuda,0.0005504417419433593,15760400,16400
371,1,16,1024,16,64,4,cuda,0.0007192134857177734,3952400,16400
372,1,16,1024,16,64,8,cuda,0.0010066580772399901,1984400,16400
373,1,16,1024,16,64,16,cuda,0.0008832907676696777,1000400,16400
374,1,16,1024,16,64,64,cuda,0.0008606362342834473,262400,16400
375,1,16,1024,64,1,1,cuda,0.00031178712844848633,1114112,1088
376,1,16,1024,64,1,4,cuda,0.00048375606536865234,278528,1088
377,1,16,1024,64,1,8,cuda,0.00018689393997192382,139264,1088
378,1,16,1024,64,1,16,cuda,0.00012731075286865235,69632,1088
379,1,16,1024,64,1,64,cuda,0.00012795448303222655,17408,1088
380,1,16,1024,64,4,1,cuda,0.00015195846557617188,4247360,4160
381,1,16,1024,64,4,4,cuda,0.00014932155609130858,1064960,4160
382,1,16,1024,64,4,8,cuda,0.00014143705368041993,532480,4160
383,1,16,1024,64,4,16,cuda,0.00019772529602050782,266240,4160
384,1,16,1024,64,4,64,cuda,0.0001439213752746582,66560,4160
385,1,16,1024,64,8,1,cuda,0.00015236616134643556,8396352,8256
386,1,16,1024,64,8,4,cuda,0.00017119646072387694,2105280,8256
387,1,16,1024,64,8,8,cuda,0.00015413045883178712,1056768,8256
388,1,16,1024,64,8,16,cuda,0.00018298864364624023,528384,8256
389,1,16,1024,64,8,64,cuda,0.0001453852653503418,132096,8256
390,1,16,1024,64,16,1,cuda,0.0001785111427307129,16596032,16448
391,1,16,1024,64,16,4,cuda,0.00017832517623901368,4161344,16448
392,1,16,1024,64,16,8,cuda,0.00021560192108154296,2088896,16448
393,1,16,1024,64,16,16,cuda,0.0001847553253173828,1052672,16448
394,1,16,1024,64,16,64,cuda,0.00018299102783203125,263168,16448
395,1,16,1024,64,64,1,cuda,0.00037071466445922854,63041600,65600
396,1,16,1024,64,64,4,cuda,0.00037071466445922854,15809600,65600
397,1,16,1024,64,64,8,cuda,0.0003733944892883301,7937600,65600
398,1,16,1024,64,64,16,cuda,0.00038240671157836916,4001600,65600
