,Batch,Input_Feature,Length,Hidden_Feature,Layer,Bidirectional,Device,Time,Mult-Adds,Params
368,1,2048,1024,16,2,True,cuda,0.003563370704650879,277348352,270848
369,1,2048,1024,16,2,False,cuda,0.00223940372467041,137625600,134400
370,1,2048,1024,16,4,True,cuda,0.005527877807617187,290455552,283648
371,1,2048,1024,16,4,False,cuda,0.003291304111480713,142082048,138752
372,1,2048,1024,64,2,True,cuda,0.004055523872375488,1210056704,1181696
373,1,2048,1024,64,2,False,cuda,0.002367360591888428,588251136,574464
374,1,2048,1024,64,4,True,cuda,0.00656543493270874,1413480448,1380352
375,1,2048,1024,64,4,False,cuda,0.0036815953254699706,656408576,641024
376,1,2048,1024,256,2,True,cuda,0.044570207595825195,6450839552,6299648
377,1,2048,1024,256,2,False,cuda,0.030508031845092775,2956984320,2887680
378,1,2048,1024,256,4,True,cuda,0.06377215385437011,9680453632,9453568
379,1,2048,1024,256,4,False,cuda,0.03863067865371704,4034920448,3940352
