,Batch,Input_Feature,Length,Hidden_Feature,Layer,Bidirectional,Device,Time,Mult-Adds,Params
380,1,2048,1024,1024,2,True,cuda,0.2985804891586304,51573161984,50364416
381,1,2048,1024,1024,2,False,cuda,0.15309192419052123,21491613696,20987904
382,1,2048,1024,1024,4,True,cuda,0.596987202167511,103146323968,100728832
383,1,2048,1024,1024,4,False,cuda,0.2904916453361511,38688260096,37781504
384,1,2048,2048,16,2,True,cuda,0.0068021702766418455,554696704,270848
385,1,2048,2048,16,2,False,cuda,0.005058205127716065,275251200,134400
386,1,2048,2048,16,4,True,cuda,0.012140350341796875,580911104,283648
387,1,2048,2048,16,4,False,cuda,0.007218718528747559,284164096,138752
388,1,2048,2048,64,2,True,cuda,0.008858306407928467,2420113408,1181696
389,1,2048,2048,64,2,False,cuda,0.004395308494567871,1176502272,574464
390,1,2048,2048,64,4,True,cuda,0.012687249183654785,2826960896,1380352
391,1,2048,2048,64,4,False,cuda,0.006832046508789063,1312817152,641024
392,1,2048,2048,256,2,True,cuda,0.05759145975112915,12901679104,6299648
393,1,2048,2048,256,2,False,cuda,0.04269216299057007,5913968640,2887680
394,1,2048,2048,256,4,True,cuda,0.12072438478469849,19360907264,9453568
395,1,2048,2048,256,4,False,cuda,0.0716045618057251,8069840896,3940352
396,1,2048,2048,1024,2,True,cuda,0.5931520962715149,103146323968,50364416
397,1,2048,2048,1024,2,False,cuda,0.30615997791290284,42983227392,20987904
398,1,2048,2048,1024,4,True,cuda,1.1857559514045715,206292647936,100728832
399,1,2048,2048,1024,4,False,cuda,0.5783859658241272,77376520192,37781504
